nbhd_code,NO2,PM25,PUBTRANS,TREECAP,TREEPROP,TREECAPD,UHI,UHINIGHT,POP,INCOME_STD,city,ALBEDO,NDBI,NDVI,area,ELEVATION,continent,DENSITY
atlanta_055,3.44,9.61,1445.57,425.93,86.23,0,3.04,0.82,5534,50959,atlanta,0.119359016,-0.145908717,0.525673963,2733441,308.1427463,north_america,2.0245543986499066
atlanta_056,3.44,9.76,1059.99,667.39,90.12,0,3.65,0.77,3606,52624,atlanta,0.11663216,-0.132754476,0.526015508,2670564,303.4202752,north_america,1.3502765707917876
atlanta_057,3.06,10.1,3736.79,2738.8,68.18,0,1.36,0.26,2111,16283,atlanta,0.121298176,-0.146898731,0.543927632,8479441,252.1418495,north_america,0.24895509031786414
atlanta_058,3.28,9.24,1222.47,1198.41,85.53,0,0.93,0.4,2262,21285,atlanta,0.119374128,-0.156830763,0.575513425,3169557,287.1297287,north_america,0.7136644016813706
atlanta_059,3.28,9.3,1151.61,1337.07,100,0,1.12,0.44,1705,18854,atlanta,0.117955942,-0.18881684,0.610802086,2279719,301.4848562,north_america,0.7478991928391174
atlanta_060,3.28,9.42,195.43,728.75,95.74,0,1.7,0.54,2817,14693,atlanta,0.116755925,-0.157399254,0.568226919,2144241,289.7103862,north_america,1.3137515792301333
atlanta_061,3.28,9.53,1808.67,1931.4,98.02,0,1.24,0.26,2322,16556,atlanta,0.118613947,-0.180103835,0.603003451,4575340,277.473496,north_america,0.507503267516731
atlanta_062,3.28,9.5,1468.15,1348.35,100,0,0.79,0.18,4095,15159,atlanta,0.117277222,-0.197489802,0.632402653,5440219,279.5827539,north_america,0.7527270501426505
atlanta_063,3.44,9.97,1423.73,446.86,71.36,0,3.92,0.73,2296,18438,atlanta,0.117629264,-0.090228067,0.470118278,1437865,296.2013734,north_america,1.596811939924819
atlanta_064,3.44,9.99,2769.41,368.85,38.78,0,3.69,0.67,2157,16309,atlanta,0.127208598,-0.053874857,0.409458444,2051677,304.3176222,north_america,1.0513350785723092
atlanta_065,3.28,10.1,960.87,265.2,45.12,0,NA,NA,1707,14828,atlanta,0.120208301,-0.065397502,0.370712634,1003343,312.1003389,north_america,1.7013125122714763
atlanta_066,3.28,9.81,760.51,375.73,50.8,0,4.15,0.68,2048,17781,atlanta,0.120745145,-0.070487605,0.382992216,1514702,322.8083297,north_america,1.3520811354312599
atlanta_067,3.28,9.22,1684.28,776.01,100,0,0.76,0.4,3876,16680,atlanta,0.114769152,-0.185669961,0.607078732,2708678,305.9183629,north_america,1.430956355831147
atlanta_068,3.35,9.93,2230.59,569.56,60.76,0,4.4,0.67,1705,13779,atlanta,0.11865646,-0.088748447,0.413798713,1598126,308.4920769,north_america,1.0668745768481334
atlanta_069,3.44,9.86,2189.7,765.66,58.6,0,3.15,0.61,1159,20607,atlanta,0.124063617,-0.088183536,0.463083551,1514316,298.4354216,north_america,0.765362051249541
atlanta_070,3.28,9.54,2144.3,723.75,84.41,0,3.15,0.7,4611,20872,atlanta,0.120592316,-0.130098655,0.51759139,3953690,310.4332539,north_america,1.1662522858393045
atlanta_071,3.28,10.34,2957.93,3165.98,60.93,0,1.37,0.22,1070,24198,atlanta,0.124017012,-0.124736759,0.474723056,5560183,259.3180383,north_america,0.19243970926856185
atlanta_072,3.43,10.73,2105.81,1297.49,53.36,0,2.37,0.12,4859,50420,atlanta,0.122949243,-0.091285362,0.419444393,11816077,264.4490209,north_america,0.41121939201987256
atlanta_073,3.41,10.32,774.44,356.28,56.1,0,2.46,0.87,6727,42939,atlanta,0.11232223,-0.117558355,0.410772309,4271966,263.3708842,north_america,1.5746848172480774
atlanta_074,3.07,9.59,1085.78,915.27,69.21,0,2.58,0.68,3005,14888,atlanta,0.117901331,-0.120272145,0.462890202,3974154,295.9051419,north_america,0.7561357712861655
atlanta_075,3.28,9.19,1742.2,553.87,100,0,1.17,0.37,3401,19143,atlanta,0.117473967,-0.158070519,0.560645942,1881591,312.3941925,north_america,1.8075128973299723
atlanta_076,3.28,9.02,2015.53,1032.9,100,0,0.15,0.19,1219,16769,atlanta,0.113333228,-0.221251673,0.657901879,1088687,301.8541206,north_america,1.1196973969561501
atlanta_077,3.35,9.6,2587.89,NA,33.48,NA,NA,NA,0,0,atlanta,0.126853846,-0.146942352,0.556335329,889910,310.191355,north_america,0
atlanta_078,3.44,10,672.29,68.69,19.21,0,NA,NA,2411,37473,atlanta,0.123475645,-0.049895802,0.327787979,862081,315.8628907,north_america,2.7967209577754297
atlanta_079,3.28,9.27,441.03,515.49,93.5,0,1.17,0.54,1388,12317,atlanta,0.11155814,-0.164306166,0.574278384,765260,318.0489001,north_america,1.8137626427619369
atlanta_080,3.44,10,334.13,422.5,87.21,0,2.49,0.98,2520,53802,atlanta,0.115558804,-0.12802492,0.526963091,1220863,309.5925192,north_america,2.06411366385909
atlanta_081,3.44,10.07,1005.13,573.2,88.66,0,2.97,1.01,3145,28223,atlanta,0.11752076,-0.137775185,0.513816014,2033337,309.1674122,north_america,1.5467185223108615
atlanta_082,3.44,10.13,614.1,403.56,66.19,0,2.36,0.93,2190,31e3,atlanta,0.117392972,-0.093337116,0.451165113,1335276,314.3973379,north_america,1.640110359206636
atlanta_083,3.44,9.49,1091.7,696.44,100,0,1.62,0.76,2529,47500,atlanta,0.115553394,-0.156306085,0.56798301,1670616,317.6157668,north_america,1.513812869025557
atlanta_084,3.44,9.72,2489.6,859.92,90.96,0,2.04,0.82,5546,40432,atlanta,0.117310899,-0.153910184,0.544520875,5243253,306.4005825,north_america,1.0577402997719165
atlanta_085,3.35,10.67,310.1,36.86,12.36,0,4.62,0.31,7130,3298,atlanta,0.12480224,-0.057711746,0.301820028,2126942,293.3924135,north_america,3.3522305732831454
atlanta_086,3.28,10.43,1083.22,256.45,36.15,0,3.22,0.19,2969,13297,atlanta,0.128158809,-0.054852403,0.323836682,2106072,290.3663075,north_america,1.4097333804352365
atlanta_087,3.36,10.29,1452.41,1336.51,60.44,0,1.63,0.11,4235,20646,atlanta,0.121806154,-0.115023348,0.490486446,9364197,267.1740494,north_america,0.45225447521020756
atlanta_088,3.43,9.74,756.45,451.97,68.65,0,1.19,0.87,5952,3799,atlanta,0.113797228,-0.15150875,0.490533829,3918781,291.1691074,north_america,1.5188396595778126
atlanta_089,3.44,9.73,2744.64,912.79,86.86,0,1.18,0.65,5488,22515,atlanta,0.12068066,-0.154605289,0.54245901,5767387,301.6087013,north_america,0.9515574384032145
atlanta_090,3.43,10.45,1264.93,429.62,59.66,0,2.88,0.78,5541,46260,atlanta,0.114357379,-0.117917821,0.429208924,3989781,270.4467698,north_america,1.3887980317716688
atlanta_091,3.44,10.57,770.42,244.32,65.21,0,3.6,1.08,4240,43141,atlanta,0.112905592,-0.126068991,0.424181283,1588474,281.4417473,north_america,2.669228454478953
atlanta_092,3.44,10.22,445.99,295.27,75.14,0,3.03,1.2,2219,55521,atlanta,0.111737213,-0.124636209,0.459157276,872026,294.5041087,north_america,2.544648898083314
atlanta_093,3.44,9.87,305.06,283.08,87.83,0,2.36,1.09,4308,43181,atlanta,0.11160139,-0.139744553,0.482246443,1388440,307.5107244,north_america,3.1027628129411426
atlanta_094,3.44,10.38,702.01,356.98,72.5,0,NA,NA,2264,42279,atlanta,0.114720218,-0.118104574,0.482158054,1114825,311.4138237,north_america,2.0308120108537215
atlanta_095,3.44,10.1,482.56,121.99,49.15,0,4.7,0.91,4456,27680,atlanta,0.117386456,-0.101237616,0.381800766,1105900,300.9498553,north_america,4.029297404828647
atlanta_096,3.44,10.14,226.31,5.5,2.4,9.5,NA,NA,5234,13074,atlanta,0.121213168,-0.038872446,0.19994462,1201522,314.9544684,north_america,4.356141627036376
atlanta_097,3.28,9.75,479.5,23.19,6.25,0,NA,NA,1281,22500,atlanta,0.137625,-0.029532131,0.265406592,475436,317.8634094,north_america,2.694368958177336
atlanta_098,3.41,9.65,2508.42,938.06,94.15,0,0.9,0.66,7709,66634,atlanta,0.11046011,-0.200663951,0.572108672,7680919,293.7781305,north_america,1.0036559427328942
atlanta_099,3.41,9.86,1613.3,869.12,83.73,0,0.82,0.54,4750,61667,atlanta,0.108412854,-0.186246484,0.527415484,4930569,284.7142836,north_america,0.9633776547899441
atlanta_100,3.46,9.43,2213.62,2966.76,100,0,-0.71,0.24,4494,77540,atlanta,0.110823844,-0.219709648,0.61834105,12780128,278.2632469,north_america,0.3516396705885888
atlanta_101,3.44,9.87,3187.14,72.46,22.83,0,2.3,0.48,2509,6250,atlanta,0.135048854,-0.027753975,0.38821743,796239,310.136389,north_america,3.1510639393448447
atlanta_102,3.46,10.18,1778.28,3560,100,0,-0.25,0.39,3825,78281,atlanta,0.109945262,-0.218489925,0.606937338,13124377,266.484169,north_america,0.2914424052280729
atlanta_103,3.28,9.9,537.39,253.2,54.93,0,4.27,0.6,2282,17523,atlanta,0.124143845,-0.091024499,0.425869064,1051803,292.5566356,north_america,2.169607806785111
atlanta_104,3.23,10.02,4851.74,1046.1,70.14,0,1.65,0.41,2002,16438,atlanta,0.129229076,-0.107618703,0.477307705,2986047,281.353276,north_america,0.6704516037423388
atlanta_105,3.14,9.83,5890.71,3926.84,75.98,0,1.17,0.43,2090,17112,atlanta,0.123178255,-0.157584315,0.519789798,10802e3,276.7774424,north_america,0.1934826883910387
atlanta_106,3.28,9.48,866,692.03,81.67,0,2.45,0.61,1480,20735,atlanta,0.117028075,-0.111867262,0.482875344,1254070,317.210096,north_america,1.180157407481241
atlanta_107,3.44,10.7,431.76,21.2,15.99,0,NA,NA,4287,71261,atlanta,0.113301027,-0.081813275,0.276221601,568332,306.6144573,north_america,7.5431262008825835
atlanta_108,3.14,9.79,4875.35,914.18,79.09,0,1.01,0.46,7995,15447,atlanta,0.119704348,-0.165813153,0.54591912,9241617,272.0453063,north_america,0.8651083462991379
atlanta_109,3.28,9.83,744.14,253.23,42.55,0,3.45,0.66,2527,14575,atlanta,0.12089471,-0.056922788,0.359533479,1503935,319.8225728,north_america,1.680258787780057
atlanta_110,3.43,10.5,1506.69,307.98,67.47,0,1.7,0.52,4547,57922,atlanta,0.110047462,-0.14295545,0.492022807,2075694,265.5703562,north_america,2.1905926403410136
atlanta_111,3.46,10.81,678.57,722.42,91.56,0,1.03,0.36,4688,51043,atlanta,0.10926481,-0.188578997,0.542750788,3698909,257.6016325,north_america,1.2674007389746544
atlanta_112,NA,NA,954.13,47.37,4.12,0,NA,NA,95,23839,atlanta,0.127488095,0.039683968,0.301358281,109218,307.4421377,north_america,0.8698199930414401
atlanta_113,3.42,9.22,3755.76,1566.52,100,0,-0.13,0.32,3053,44583,atlanta,0.110791595,-0.214486111,0.601619665,4665092,310.6241559,north_america,0.6544351108188221
atlanta_114,3.44,10.06,552.28,267.94,27.82,0,4.92,0.72,2882,14349,atlanta,0.124728594,-0.05045295,0.323753316,2775539,305.6846465,north_america,1.0383568741062545
atlanta_115,3.28,10.9,623.71,65.83,23.31,0,4.16,0.18,6234,20500,atlanta,0.126664095,-0.053936758,0.291173025,1760987,289.3847674,north_america,3.5400602048737437
atlanta_116,3.44,10.46,924.83,141.58,40.25,0,4.14,1.15,4278,35915,atlanta,0.118356623,-0.071454471,0.357176904,1504909,297.2630294,north_america,2.8426968009361357
atlanta_117,3.46,10.49,1250.41,739.97,99.09,0,1.38,0.34,5146,56892,atlanta,0.108920937,-0.194242428,0.589126543,3842939,266.0507539,north_america,1.339079282809329
atlanta_118,3.21,9.9,4536.33,1538.45,64.58,0,1.57,0.4,2216,24728,atlanta,0.129318895,-0.113669352,0.491953511,5279190,276.5864033,north_america,0.4197613649063588
atlanta_119,3.43,9.52,3469.26,2007.94,100,0,-0.21,0.3,4735,54005,atlanta,0.110531843,-0.217970565,0.624060266,9435172,281.3851072,north_america,0.5018456473289518
atlanta_120,2.94,10.46,11686.91,2982.48,72.62,0,0.98,-0.48,10275,34028,atlanta,0.127767133,-0.131225822,0.485795881,42200481,260.1855729,north_america,0.24348063710458653
atlanta_121,3.42,9.73,721.3,900.19,100,0,1.69,1.01,4781,71995,atlanta,0.105920615,-0.196210664,0.592546753,4057590,279.7322169,north_america,1.1782856326045754
atlanta_122,3.43,9.8,1103.49,536.84,97.01,0,2.06,1.09,6275,60187,atlanta,0.107344949,-0.164986386,0.529883702,3472633,285.9011133,north_america,1.8069862263014838
atlanta_123,3.44,10.21,794.67,627.49,56.93,0,3.07,0.98,1757,53393,atlanta,0.113773418,-0.117772004,0.454627929,1936456,288.167701,north_america,0.9073276129176185
atlanta_124,3.41,9.81,967.01,810.79,91.28,0,1.18,0.85,5115,37223,atlanta,0.108799886,-0.192874489,0.548758295,4543435,301.6081101,north_america,1.1258001930257615
atlanta_125,3.28,9.56,650.47,710.77,63.59,0,2.22,0.66,2107,16409,atlanta,0.120673621,-0.098325119,0.445462771,2355263,319.7117111,north_america,0.8945922387436139
atlanta_126,3.38,9.75,3003.15,681.28,64.09,0,2.82,0.59,3868,15331,atlanta,0.126643337,-0.09845866,0.46947106,4112021,296.0441546,north_america,0.940656674661924
atlanta_127,3.41,10.65,596.81,626.22,100,0,1.76,0.74,4760,53625,atlanta,0.106364467,-0.190510751,0.57134898,2954053,273.6535102,north_america,1.6113454971864078
atlanta_128,3.41,10.56,592.3,70.82,20.84,0,NA,NA,4829,47662,atlanta,0.111136519,-0.070233455,0.29391519,1641109,271.3037999,north_america,2.9425224040572564
atlanta_129,3.37,10.77,1360.64,507.84,40.36,0,3.01,0.13,6839,44909,atlanta,0.121323155,-0.089957208,0.362101608,8606127,279.2358747,north_america,0.7946664045278439
atlanta_130,3.41,10.22,1607.09,529.7,78.79,0,0.69,0.64,3354,48832,atlanta,0.107923754,-0.185288904,0.518566284,2254903,297.6228388,north_america,1.4874254014474237
atlanta_131,3.41,10.16,748.13,345.26,60.41,0,2.03,0.85,5018,70607,atlanta,0.113348223,-0.139086857,0.432003291,2867969,305.5118695,north_america,1.7496702370213904
atlanta_132,3.41,10.04,924.94,539.64,95.97,0,2.66,1,4443,46712,atlanta,0.110837323,-0.215527191,0.586412664,2498295,283.9688602,north_america,1.778412877582511
atlanta_133,3.41,10.38,890.89,171.55,55.24,0,2.53,0.93,4580,30563,atlanta,0.111452559,-0.143968996,0.4189852,1422462,281.9368481,north_america,3.2197696669577116
atlanta_134,3.33,9.56,3037.84,767.43,99.47,0,0.85,0.52,6361,40328,atlanta,0.109263787,-0.204222063,0.580416286,4907835,304.2453668,north_america,1.2960908424997986
atlanta_135,3.28,10.45,853.67,261.32,28.86,0,4.52,0.35,2521,14694,atlanta,0.127169503,-0.039899753,0.317055774,2282549,298.7911104,north_america,1.1044669796792972
bangalore_105,0.59,27.13,659.98,0.12,0.12,14.88,0.04,-0.3,102994,NA,bangalore,0.145964721,-0.108166458,0.402129309,10564706,910.8059811,asia,9.748875169834353
bangalore_034,0.59,27.09,391.28,0.88,1.28,14.12,-0.17,-0.34,116146,NA,bangalore,0.142291615,-0.096813006,0.380555319,7919880,910.2042568,asia,14.66512118870488
bangalore_009,0.69,27.2,369.52,0.1,0.11,14.9,0.06,-0.17,119603,NA,bangalore,0.151269843,-0.042195761,0.297128726,10215385,918.8790474,asia,11.708124559182057
bangalore_196,0.8,27.19,330.47,0.17,0.18,14.83,-0.22,-0.03,54368,NA,bangalore,0.145696281,-0.059477842,0.319091151,5060969,915.1911389,asia,10.742606801187678
bangalore_082,0.68,27.14,419.18,0,0,15,0.53,-0.21,308254,NA,bangalore,0.157373929,-0.024830392,0.350059232,24978629,908.8735697,asia,12.340709331965337
bangalore_180,0.76,27.11,363.76,0,0,15,0.85,0.48,36692,NA,bangalore,0.160424175,-0.036447953,0.313100966,10425168,896.6216688,asia,3.5195595888718536
bangalore_026,0.79,27.28,241.9,0.2,0.23,14.8,0.36,0.62,112609,NA,bangalore,0.147140677,-0.085866937,0.339479379,9884097,907.5099377,asia,11.39294768151304
bangalore_107,0.8,27.45,259.4,0.43,0.48,14.57,0.06,0.98,43501,NA,bangalore,0.144610828,-0.105703893,0.324405831,3962758,902.886363,asia,10.977455600367218
bangalore_188,0.8,27.33,569.74,0.53,0.79,14.47,-0.12,0.26,152239,NA,bangalore,0.151296543,-0.052795371,0.330475172,10314466,925.791254,asia,14.759755861331067
bangalore_043,0.8,27.54,243.12,2.46,2.45,12.54,-0.09,0.69,43501,NA,bangalore,0.140866964,-0.104661187,0.365322461,4366196,920.0466798,asia,9.963134957752697
bangalore_114,0.8,27.46,240.77,2.74,2.68,12.26,-0.05,0.34,76121,NA,bangalore,0.141662927,-0.07139674,0.308785169,7781846,918.1902045,asia,9.781869237710435
bangalore_167,0.8,27.48,251.76,0.6,0.83,14.4,0.58,0.66,130496,NA,bangalore,0.15111261,-0.027337558,0.295505351,9388085,894.088477,asia,13.900172399376444
bangalore_121,0.8,27.63,412.47,0,0,15,1.06,0.95,17150,NA,bangalore,0.14703469,0.021749357,0.213117116,1356979,909.9036876,asia,12.638368021907487
bangalore_011,0.78,27.56,250.53,0.15,0.18,14.85,1.24,0.7,54375,NA,bangalore,0.151699648,-0.013291615,0.257267363,4564901,892.4445438,asia,11.911539812144886
bangalore_179,0.8,27.7,224.91,0,0,15,1.19,1.07,21751,NA,bangalore,0.142540279,-0.001347747,0.159412108,909585,903.3914327,asia,23.913103228395368
bangalore_083,0.8,27.63,253.97,3.7,5.29,11.3,0.4,1,76129,NA,bangalore,0.134205766,-0.073519896,0.311912913,5321378,928.3442701,asia,14.306256762815948
bangalore_079,0.8,27.5,212.87,0,0,15,0.63,1.34,21752,NA,bangalore,0.135242707,-0.054214404,0.266796766,2113598,910.6291359,asia,10.29145561265671
bangalore_148,0.8,27.44,204.14,0.04,0.04,14.96,0.09,1.47,21752,NA,bangalore,0.138994545,-0.070512638,0.28715019,2010429,908.5835541,asia,10.819581293345848
bangalore_159,0.8,27.43,212.75,0,0,15,0.18,1.53,21752,NA,bangalore,0.140017136,-0.059085345,0.278439293,1588628,913.1124954,asia,13.69231815126008
bangalore_051,0.8,27.26,234.15,1.57,1.47,13.43,0.26,1.57,21752,NA,bangalore,0.138582321,-0.035948178,0.31206987,2333128,915.5608709,asia,9.323106147626705
bangalore_065,0.8,27.21,210.74,0,0,15,0.61,1.57,32629,NA,bangalore,0.141468942,-0.030131767,0.249348379,1267788,910.2408653,asia,25.736952865936576
bangalore_193,0.77,27.2,248.84,0,0,15,0.96,1.59,21752,NA,bangalore,0.152266096,-0.030431494,0.205305622,1530855,902.6880598,asia,14.209053110843286
bangalore_135,0.76,27.08,249.72,0,0,15,1.4,1.54,26965,NA,bangalore,0.153365532,0.012884475,0.215577354,2136027,896.2784335,asia,12.623904098590515
bangalore_064,0.76,26.99,292.99,0,0,15,1.18,1.31,57909,NA,bangalore,0.153441392,-0.023092308,0.27678964,4785833,889.3722667,asia,12.100087905282109
bangalore_072,0.76,26.94,471.3,0,0,15,0.51,0.44,10003,NA,bangalore,0.157254509,-0.040366816,0.343309923,18271924,895.8195553,asia,0.5474519267921649
bangalore_153,0.76,26.95,355.77,0,0,15,-0.03,0.14,2866,NA,bangalore,0.15760636,-0.07692927,0.383063811,7980855,892.3551902,asia,0.3591093936677211
bangalore_012,0.76,26.92,221.48,0,0,15,0.86,1.4,963,NA,bangalore,0.144002184,-0.061074666,0.269517165,3538753,907.4044708,asia,0.2721297587031364
bangalore_099,0.76,26.9,194.64,0,0,15,1.11,1.75,398,NA,bangalore,0.142408153,0.001364666,0.18819163,1066815,913.0032617,asia,0.3730731195193168
bangalore_094,0.76,26.96,198.2,0.11,0.1,14.89,1.17,1.57,16941,NA,bangalore,0.144883798,-0.02461861,0.226204136,1739393,904.3470249,asia,9.73960456320107
bangalore_097,0.76,26.93,208.59,0,0,15,1.48,1.69,21754,NA,bangalore,0.146653005,0.03394911,0.158256264,720279,910.2653238,asia,30.20218554199137
bangalore_113,0.76,26.97,237.97,0,0,15,1.57,1.71,8403,NA,bangalore,0.146483304,0.038482633,0.14347091,664849,907.7082663,asia,12.638960124780214
bangalore_102,0.76,27.1,233.1,0,0,15,1.29,1.6,12425,NA,bangalore,0.146780138,-0.022214558,0.228437622,1637288,908.7191086,asia,7.588768744411491
bangalore_124,0.8,27.18,255.44,0,0,15,0.78,1.71,10568,NA,bangalore,0.140956245,0.00989474,0.169020585,836104,909.4177401,asia,12.639575937921599
bangalore_052,0.8,27.18,167.24,1.14,1.44,13.86,0.25,1.62,14258,NA,bangalore,0.135527238,-0.086727078,0.34267383,1128034,930.3296339,asia,12.63968993842384
bangalore_007,0.81,27.21,304.02,7.04,8.95,7.96,-0.26,1.71,97893,NA,bangalore,0.130994342,-0.107962581,0.391828085,7704486,936.0818988,asia,12.705974155835964
bangalore_130,0.8,27.5,241.02,0,0,15,0.21,1.5,21753,NA,bangalore,0.137511085,-0.035216875,0.218809928,981286,916.2380258,asia,22.16784912859248
bangalore_198,0.8,27.4,232.45,0,0,15,0.78,1.67,21753,NA,bangalore,0.137305281,0.024103111,0.186826693,801285,916.6583879,asia,27.147644096669723
bangalore_069,0.8,27.5,66.71,0.86,1.03,14.14,1.36,1.34,65257,NA,bangalore,0.135288215,-0.053031742,0.198817425,5413789,916.9477526,asia,12.053849900688778
bangalore_033,0.79,27.57,255.35,0.21,0.22,14.79,1.41,0.85,43503,NA,bangalore,0.142741677,-0.041273431,0.246102839,4138604,897.0782355,asia,10.51151547719956
bangalore_042,0.79,27.53,336.95,0,0,15,1.35,0.25,163152,NA,bangalore,0.15024158,-0.001163905,0.313390459,13503986,882.3379972,asia,12.08176608003
bangalore_144,0.79,27.49,302.69,0.26,0.34,14.74,1.82,0.98,76137,NA,bangalore,0.141000572,-0.03288722,0.190567385,5776815,910.0046664,asia,13.179753895528938
bangalore_117,0.8,27.45,161.37,0.17,0.35,14.83,1.73,1.55,32631,NA,bangalore,0.137945856,-0.025844796,0.202574114,1543094,902.1405841,asia,21.14647584657837
bangalore_136,0.8,27.42,154.32,0.05,0.06,14.95,1.72,1.75,18443,NA,bangalore,0.141115662,-0.043863525,0.237052673,1459134,889.7530876,asia,12.63968902102206
bangalore_125,0.8,27.4,269.63,0.03,0.04,14.97,1.38,1.82,26514,NA,bangalore,0.135240701,-0.01592325,0.219127531,2097590,904.7168012,asia,12.640220443461306
bangalore_122,0.8,27.32,66.7,2.08,2.63,12.92,0.22,1.83,22897,NA,bangalore,0.129827151,-0.076894081,0.322028694,1811432,934.7771109,asia,12.640275759730423
bangalore_085,0.8,27.17,178.1,0.15,0.2,14.85,0.67,1.66,11628,NA,bangalore,0.140460636,-3.38e-4,0.211502196,919890,920.4996337,asia,12.640641815869289
bangalore_039,0.78,27.1,404.09,0.28,0.64,14.72,1.1,1.64,32631,NA,bangalore,0.143064517,-0.033069292,0.316874526,1409755,915.4429079,asia,23.14657511411557
bangalore_132,0.76,26.97,401.47,0,0,15,1.56,1.68,6266,NA,bangalore,0.147616043,0.039560795,0.158966909,495716,907.4869542,asia,12.640302108465331
